TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
br.com.ufcg.service.UsuarioService,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,571,0.3,3,44,906,646085,1541992908132,0.6576576576576577,111111111111111110000000111010001111111110111111111111000011111111101110000010000111111111111111111000000000000,0.6625,01111100000000000000001101111111011111111111111111111111111111111100000110101110,0.9583333333333334,111111111111111111111011,0,0,3,1,0.5081967213114754,11111110000000000000000000000000000011110011111010111111011111001111111110110111011011000000000000110010101111010011111110,0.65,11110010110110110110,1.0,111111111111,0.8333333333333334,111101110111,0.6625,01111100000000000000001101111111101111111111111111111111111111111100001001101101
